용도,일반명(한글),일반명(영문),CAS No,화학명,구조식,용해도,분자식,비점,분자량,증기압,외관,KowLogP,융점,밀도,코드명,코드설명,계통명
제초,테부티유론,tebuthiuron,34014-18-1,"1-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-1,3-dimethylurea",,"In water 2.5 g/L (20℃).  In benzene 3.7, hexane 6.1, 2-methoxyethanol 60, acetonitrile 60, acetone 70, methanol 170, chloroform 250 (all in g/L, 25℃).",C9H16N4OS,Decomp. c. 275℃,228.3,Decomp. c. 275℃,무색 무취 고체,1.82 (20℃),162.85℃,,C2,"광화학계 Ⅱ 저해(요소, 아미드 계)",thiadiazolylurea
살충,테부페노자이드,Tebufenozide,112410-23-8,"N-tert-butyl-N′-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",,In water 0.83 ppm (25℃).  Slightly soluble in organic solvents.,C22H28N2O2,,352.5,,Off-white 분말,4.25,191℃,"1.03 (20℃, pycnometer method)",18,디아실하이드라진계,moulting hormone agonists
살충,테부펜피라드,Tebufenpyrad,119168-77-3,N-(4-tert-butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide,,"In water 2.61 mg/L (25℃). In hexane 255, toluene 772, dichloromethane 1044, acetone 819, methanol 818, acetonitrile 785 (all in g/L, 25℃).",C18H24ClN3O,,333.9,,무색 결정,4.577,64-66℃,1.0214,21a,METI 살비제 및 살충제,pyrazole
살균,테부플로퀸,Tebufloquin,376645-78-2,"6-tert-butyl-8-fluoro-2,3-dimethyl-4-quinolyl acetate",,물:20.2mg/L(20°C)，Aceton:500g/L이 상(20°C) Toluen:500g/L 이상 (20oC),C17H20FNO2,237.2 °C (2.53 kPa,289.3,237.2 °C (2.53 kPa,백색 분말,4.02(25°C),92.3-93.8°C,1.063g/cm3(20°C),미분류(살균제),"메트라페논, 사이목사닐, 사이플루페나미드 등",quinoline
살충,테부피림포스,Tebupirimfos,96182-53-5,O-(2-tert-butylpyrimidin-5-yl) O-ethyl O-isopropyl phosphorothioate,,,C13H23N2O3PS,"135℃/1.5 mmHg, 152℃/760 mmHg",318.4,"135℃/1.5 mmHg, 152℃/760 mmHg",무색~호박색 액체,,,,1b,유기인계,pyrimidine organothiophosphate
살균,테크나젠,Tecnazene,117-18-0,"1,2,4,5-tetrachloro-3-nitrobenzene",,"In water 0.44 mg/L (20℃).  In ethanol c. 40 g/L (25℃).     Readily soluble in benzene, carbon disulfide and chloroform.",C6HCl4NO2,304℃ (decomp.),260.9,304℃ (decomp.),무색 결정,4.38,99℃,1.744 (25℃),바3,세포 과산화(에트리디아졸),aromatic
살균,테클로프탈람,Tecloftalam,76280-91-6,"2′,3,3′,4,5,6-hexachlorophthalanilic acid or 3,4,5,6-tetrachloro-N-(2,3-dichlorophenyl)phthalamic acid",,"In water 14 mg/L (26℃).  In acetone 25.6, benzene 0.95, DMF 162, dioxane 64.8, ethanol 19.2,     ethyl acetate 8.7, methanol 5.4, xylene 0.16 (all in g/L).",C14H5Cl6NO3,,447.9,,백색 분말,2.17,198-199℃,,미분류(살균제),"메트라페논, 사이목사닐, 사이플루페나미드 등",benzanilide
살충,테트라낙틴,tetranactin,33956-61-5,"(1R,2R,5R,7R,10S,11S,14S,16S,19R,20R,23R,25R,28S,29S,32S,34S)-5,14,23,32-tetraethyl-2,11,20,29-tetramethyl-4,13,22,31,37,38,39,40-octaoxapentacyclo[32.2.1.1^(7,10).1^(16,19).1^(25,28)]tetracontane-3,12,21,30-tetrone",,,C44H72O12,,793.0,,,,,,미분류,작용기구 불명,macrocyclic lactone acaricides
살충,테트라닐리프롤,Tetraniliprole,1229654-66-3,1-(3-chloropyridin-2-yl)-Ｎ-[4-cyano-2-methyl-6-(methylcarbamoyl)phenyl]-3-{[5-(trifluoromethyl)-2H-tetrazol-2-yl]methyl}-1H-pyrazole-5-carboxamide(PIN),,,C22H16ClF3N10O2,,544.88,,미색 분말,,228.4∼230.1℃,1.47 g/cm^3,28,디아마이드계,
살충,테트라디폰,Tetradifon,116-29-0,"4-chlorophenyl 2,4,5-trichlorophenyl sulfone",,"In water 0.078 mg/L (20℃). In acetone 67.3, methanol 3.46, ethyl acetate 67.3, hexane 1.52, dichloromethane 297, xylene 105 (all in g/L, 20℃).",C12H6Cl4O2S,,356.0,,무색 결정,,146℃ (pure),1.68 (20℃),12d,테트라디폰,bridged diphenyl acaricides
살균,테트라코나졸,Tetraconazole,112281-77-3,"(RS)-2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propyl 1,1,2,2-tetrafluoroethyl ether",,,C13H11Cl2F4N3O,Decomp. 240℃ without boiling,372.1,Decomp. 240℃ without boiling,무색 점성 액체,,Pour point 6℃,1.432 (20℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
살충,테트라클로르빈포스,Tetrachlorvinphos,22248-79-9,"(Z)-2-chloro-1-(2,4,5-trichlorophenyl)vinyl dimethyl phosphate",,In water 11 mg/L (20℃).,C10H9Cl4O4P,,366.0,,,3.53,95.5℃,,1b,유기인계,organophosphate
제초,테트라플루론,tetrafluron,27954-37-6,"1,1-dimethyl-3-[3-(1,1,2,2-tetrafluoroethoxy)phenyl]urea",,,C11H12F4N2O2,,280.2,,,,,,미분류,작용기구 불명,phenylurea
생조,테트사이클라시스,tetcyclacis,77788-21-7,"rel-(1R,2R,6S,7R,8R,11S)-5-(4-chlorophenyl)-3,4,5,9,10-pentaazatetracyclo[5.4.1.02,6.08,11]dodeca-3,9-diene",,,C13H12ClN5,,273.7,,,,,,비대상(생장조정제),생장조정제 비저항성 발생 농약,growth retardants
제초,테트플루피롤리멧,Tetflupyrolimet,2053901-33-8,,,"물: 4.50 mg/L(pH7, 20 ± 0.5 °C) Acetonitrile: 198 g/L Dimethylformamide: 502 g/L Dimethyl sulfoxide: 442 g/L n-Octanol: 6.64 g/L  n-Heptane: 0.30 g/L  o-Xylene: 58.8 g/L Dichloromethane: 391 g/L Methanol: 49.9 g/L Acetone: 304 g/L  Ethyl acetate: 182 g/L  Toluene: 73.0g/L",C19H16F2N2O2,,380.34 g&#47;mo,,"옅은 분홍색, 고상",3.34 ±  0.01,139.9 °C,1.4167,,,
제초,테퓨릴트리온,Tefuryltrione,473278-76-1,"2-{2-chloro-4-mesyl-3-[(RS)-tetrahydro-2-furylmethoxymethyl]benzoyl}cyclohexane-1,3-dione",,"Water  :  0.106  g/ℓ,  64.2,  57.5  g/ℓ  (pH 2, 7,  9)  ethanol  : 6.7  g/ℓ  n-hexane : 33.5 ㎎/ℓ  toluene  : 48.2 g/ℓ  dichloromethane  : &#38;gt  600 g/ℓ acetone : 200-300  g/ℓ  ethyl  acetate : 70.0 g/ℓ  dimethyl sulfoxide : 300-600 g/ℓ",C20H23ClO7S,,442.9,,베이지색의 분말,log P = 1.9  (25±1℃),113.7-115.4℃,1.42g/cm3,H27,카로티노이드 생합성 저해(HPPD),benzoylcyclohexanedione
제초,테프랄록시딤,tepraloxydim,149979-41-9,(5RS)-2-{(EZ)-1-[(2E)-3-chloroallyloxyimino]propyl}-3-hydroxy-5-perhydropyran-4-ylcyclohex-2-en-1-one,,"In water 0.43 (pure water), 0.426 (pH 4), 7.25 (pH 9) (all in g/L, 20℃). In acetone 46, methanol 27, 2-propanol 14, ethyl acetate 45, acetonitrile 48, dichloromethane 57, toluene 50,     n-heptane 1.0, 1-octanol 13, olive oil 7.3 (all in g/100mL).",C17H24ClNO4,,341.8,,백색 무취 분말,"1.5(pure water),2.44(pH 4),0.20(pH 7),-1.15(pH 9)",74℃,1.284,A,아세틸 CoA 카르복실화 효소 저해,cyclohexene oxime
살충,테플루벤주론,Teflubenzuron,83121-18-0,"1-(3,5-dichloro-2,4-difluorophenyl)-3-(2,6-difluorobenzoyl)urea",,"In water &#38;lt0.01 (pH 5), &#38;lt0.01 (pH 7), 0.11 (pH 9) (all in mg/L, 20℃).  In acetone 10, ethanol 1.4, DMSO 66, dichloromethane 1.8, cyclohexanone 20, hexane 0.05, toluene 0.85 (all in g/L, 20℃).",C14H6Cl2F4N2O2,,381.1,,백색~황색 결정,,218.8℃ (initial melting point),1.662 (22.7℃),15,벤조일요소계,benzoylphenylurea chitin synthesis inhibitors
살충,테플루트린,Tefluthrin,79538-32-2,"2,3,5,6-tetrafluoro-4-methylbenzyl (1RS,3RS)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropanecarboxylate  or  2,3,5,6-tetrafluoro-4-methylbenzyl (1RS)-cis-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropanecarboxylate",,"In water 0.02 mg/L (purified and buffered, pH 5 and 9, 20℃).  In acetone, hexane, toluene, dichloromethane, ethyl acetate &#38;gt500, methanol 263 (all in g/L, 21℃).",C17H14ClF7O2,156℃/1 mmHg,418.7,156℃/1 mmHg,무색 고체,,44.6℃,1.48 g/mL (25℃),3a,합성피레스로이드계,pyrethroid ester
제초,템부트리온,tembotrione,335104-84-2,"2-{2-chloro-4-mesyl-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}cyclohexane-1,3-dione",,"In water 0.22 (pH 4), 28.3 (pH 7) (both in g/L, 20℃). In DMSO and methylene chloride >600, acetone 300-600, ethyl acetate 180.2, toluene 75.7, hexane 47.6, ethanol 8.2    (all in mg/L, 20℃).",C17H16ClF3O6S,,440.8,,베이지색 분말,"-1.37 (pH 9), -1.09 (pH 7), 2.16 (pH 2)",123℃ (98.9% pure),1.56 (20℃),미분류,작용기구 불명,benzoylcyclohexanedione
제초,토프라메존,topramezone,210631-68-8,"[3-(4,5-dihydro-1,2-oxazol-3-yl)-4-mesyl-o-tolyl](5-hydroxy-1-methylpyrazol-4-yl)methanone",,"In water 510 mg/L (pH 3.1), >100 g/L (pH >9.0) (both 20℃). In isopropanol, acetone, acetonitrile, n-heptane, ethyl acetate, toluene <1.0,    methylene chloride 2.5-2.9, DMF 11.4-13.3 (all in g/100 mL, 20℃).",C16H17N3O5S,,363.4,,백색 결정성 고체,"-0.81 (pH 4), -1.52 (pH 7), -2.34 (pH 9) (20℃)",220.9-222.2℃,1.411 (20℃),미분류,작용기구 불명,"benzoylpyrazole, oxazole"
살균,톨릴플루아니드,Tolylfluanid,731-27-1,"N-dichlorofluoromethylthio-N′,N′-dimethyl-N-p-tolylsulfamide",,"In water 0.9 mg/L (20℃).  In n-heptane 54, xylene 190, isopropanol 22, n-octanol 16, polyethylene glycol 56,     dichloromethane, acetone, acetonitrile, DMSO, ethyl acetate >250 (all in g/L, 20℃).",C10H13Cl2FN2O2S2,Decomposes above 200℃,347.3,Decomposes above 200℃,백색 결정성 분말,3.90 (20℃),93℃,1.52 g/cm^3 (20℃),카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등",phenylsulfamide
살균,톨클로포스메틸,Tolclofos-methyl,57018-04-9,"O-2,6-dichloro-p-tolyl O,O-dimethyl phosphorothioate",,"In water 1.10 ppm (25℃). In hexane 3.8%, xylene 36.0%, methanol 5.9%.",C9H11Cl2O3PS,,301.1,,무색 결정,,78-80℃,,바3,세포 과산화(에트리디아졸),organophosphorus
살충,톨펜피라드,tolfenpyrad,129558-76-5,4-chloro-3-ethyl-1-methyl-N-[4-(p-tolyloxy)benzyl]pyrazole-5-carboxamide,,"In water 0.087 mg/L (25℃). In n-hexane 7.41, toluene 366, methanol 59.6, acetone 368, ethyl acetate 339 (all in g/L, 25℃).",C21H22ClN3O2,,383.9,,백색 분말,5.61 (25℃),87.8-88.2℃,1.18 (25℃),미분류,작용기구 불명,pyrazole
살균,톨프로카브,Tolprocarb,911499-62-2,"2,2,2-trifluoroethyl (S)-[2-methyl-1(p-toluoylaminomethyl)propyl]carbamate",,,C16H21F3N2O3,,,,,,,,,,
살충,트란스퍼메트린,transpermethrin,52341-32-9,"3-phenoxybenzyl (1RS,3SR)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate or 3-phenoxybenzyl (1RS)-trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",,,C21H20Cl2O3,,391.3,,,,,,3a,합성피레스로이드계,pyrethroid ester
살충,트란스플루트린,transfluthrin,118712-89-3,"2,3,5,6-tetrafluorobenzyl (1R,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate or 2,3,5,6-tetrafluorobenzyl (1R)-trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",,In water 5.7 × 10^-5 g/L (20℃). In organic solvents >200 g/L.,C15H12Cl2F4O2,135℃/0.1 mbar,371.2,135℃/0.1 mbar,무색 결정,5.46 (20℃),32℃,1.5072 g/cm^3 (23℃),3a,합성피레스로이드계,pyrethroid ester
살충,트랄로메트린,Tralomethrin,66841-25-6,"(S)-α-cyano-3-phenoxybenzyl (1R,3S)-2,2-dimethyl-3-[(RS)-1,2,2,2-tetrabromoethyl]cyclopropanecarboxylate or (S)-α-cyano-3-phenoxybenzyl (1R)-cis-2,2-dimethyl-3-[(RS)-1,2,2,2-tetrabromoethyl]cyclopropanecarboxylate",,"In water 80 ㎍/L. In acetone, dichloromethane, toluene, xylene >1000, DMSO >500, ethanol >180 (all in g/L).",C22H19Br4NO3,,665.0,,황색~베이지색 수지성 고체 (tech.),c. 5 (25℃),138-148℃,1.70 (20℃),3a,합성피레스로이드계,pyrethroid ester
제초,트랄콕시딤,tralkoxydim,87820-88-0,(RS)-2-[(EZ)-1-(ethoxyimino)propyl]-3-hydroxy-5-mesitylcyclohex-2-en-1-one,,"In water 6 (pH 5), 6.7 (pH 6.5), 9800 (pH 9) (all in mg/L, 20℃).  In hexane 18, methanol 25, acetone 89, ethyl acetate 110, toluene 213, dichloromethane >500 (all in g/L, 24℃).",C20H27NO3,,329.4,,무색 무취 고체,"2.1 (20℃, purified water)",106℃,1.16 (25℃),A,아세틸 CoA 카르복실화 효소 저해,cyclohexene oxime
제초,트리-알레이트,Tri-allate,2303-17-5,"S-2,3,3-trichloroallyl diisopropyl(thiocarbamate)",,"In water 4 mg/L (25℃). Readily soluble in common organic solvents such as acetone, diethyl ether, ethyl acetate, ethanol, benzene and heptane.",C10H16Cl3NOS,117℃/40 mPa,304.7,117℃/40 mPa,어두운 황색~갈색 고체,4.6,29-30℃,1.273 (25℃),N,그밖의 지질 생합성 저해,thiocarbamate
생조,트리넥사팍,trinexapac,104273-73-6,"(RS)-4-cyclopropyl(hydroxy)methylene-3,5-dioxocyclohexanecarboxylic acid",,"In water 13 (pH 5.0), 200 (pH 6.8), 260 (pH 8.4) (all in g/L).  In acetone 95, ethyl acetate 37, methanol 84, octanol 17 (all in g/L).",C11H12O5,c. 220℃,224.2,c. 220℃,,1.8 (pH 2),144.4℃,1.41 (20℃),비대상(생장조정제),생장조정제 비저항성 발생 농약,unclassified
생조,트리넥사팍에틸,Trinexapac-ethyl,95266-40-3,"ethyl 4-cyclopropyl(hydroxy)methylene-3,5-dioxocyclohexanecarboxylate",,,C13H16O5,>270℃,252.3,>270℃,백색 무취 고체,5.12,36-36.6℃,1.215 g/cm^3 (20℃),비대상(생장조정제),생장조정제 비저항성 발생 농약,unclassified
살균,트리디모르프,tridemorph (major component),24602-86-6,"2,6-dimethyl-4-tridecylmorpholine",,,C19H39NO,,297.5,,,,,,사2,이성질화 효소 기능 저해,morpholine
제초,트리디판,tridiphane,58138-08-2,"(RS)-2-(3,5-dichlorophenyl)-2-(2,2,2-trichloroethyl)oxirane",,,C10H7Cl5O,,320.4,,,5.180,42.8℃,,미분류,작용기구 불명,unclassified
제초,트리베뉴론,tribenuron,106040-48-6,"2-[4-methoxy-6-methyl-1,3,5-triazin-2-yl(methyl)carbamoylsulfamoyl]benzoic acid",,,C14H15N5O6S,,381.4,,,,,,B,분지 아미노산 생합성 저해,triazinylsulfonylurea
제초,트리베뉴론메틸,tribenuron-methyl,101200-48-0,"methyl 2-[4-methoxy-6-methyl-1,3,5-triazin-2-yl(methyl)carbamoylsulfamoyl]benzoate",,"In water 0.05 (pH 5), 2.04 (pH 7), 18.3 (pH 9) (all in g/L, 20℃).  In acetone 3.91 × 10^4, acetonitrile 4.64 × 10^4, ethyl acetate 1.63 × 10^4,     n-heptane 20.8, methanol 2.59 × 10^3 (all in mg/L, 20℃).",C15H17N5O6S,,395.4,,Off-white 분말,"0.78 (pH 7, 25℃)",142℃,1.46 (20℃),B,분지 아미노산 생합성 저해,triazinylsulfonylurea
살균,트리베이식코퍼설페이트,Tribasic copper sulfate,1333-22-8,cupric sulfate-tricupric hydroxide-hemihydrate,,"물에 불용, 산이나 암모니아수에 용해",H7Cu4SO10.5,,461.3,,녹청색 고체,0.44,,,카,"보호살균제 무기유황제, 무기구리제, 유기비소제 등",
균충,트리뷰틸틴옥사이드,Tributyltin oxide,56-35-9,bis(tributyltin) oxide,,In water 19.5 mg/L,C24H54OSn2,,596.1,,,4.050,-45.0℃,,미분류,작용기구 불명,organotin
살균,트리사이클라졸,Tricyclazole,41814-78-2,"5-methyl-1,2,4-triazolo[3,4-b][1,3]benzothiazole",,,C9H7N3S,275℃,189.2,275℃,결정성 고체,,184.6-187.2℃,1.4 (20℃),자1,환원효소 기능 저해 (트리사이클라졸),unclassified
살균,트리아디메놀,Triadimenol,55219-65-3,"(1RS,2RS1RS,2SR)-1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",,"In water 56 (1RS,2SR), 27 (1RS,2RS) mg/L (20℃).  In isopropanol 140, hexane 0.45, n-heptane 0.45, xylene 18,  toluene 20-50 (all in g/L, 20℃).",C14H18ClN3O2,,295.8,,무색 무취 결정,"3.08 (1RS,2SR), 3.28 (1RS,2RS) (25℃)","138.2℃ (1RS,2SR), 133.5℃ (1RS,2RS)","1.237 (1RS,2SR), 1.299 (1RS,2RS) (22℃)",사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
살균,트리아디메폰,Triadimefon,43121-43-3,"(RS)-1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-one",,"In water 64 mg/L (20℃). Moderately soluble in most organic solvents except aliphatics. In dichloromethane, toluene >200, isopropanol 99, hexane 6.3 (all in g/L, 20℃).",C14H16ClN3O2,,293.8,,무색 결정,,82.3℃,1.283 (21.5℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
살충,트리아라텐,triarathene,65691-00-1,"5-(4-chlorophenyl)-2,3-diphenylthiophene",,,C22H15ClS,,346.9,,,,,,미분류,작용기구 불명,unclassified
살균,트리아리몰,triarimol,26766-27-8,"(RS)-2,4-dichloro-α-(pyrimidin-5-yl)benzhydryl alcohol",,In water 169 mg/L (25℃).,C17H12Cl2N2O,,331.2,,,2.56,,,미분류,작용기구 불명,pyrimidine
제초,트리아설퓨론,triasulfuron,82097-50-5,"1-[2-(2-chloroethoxy)phenylsulfonyl]-3-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)urea",,"In water 32 (pH 5), 815 (pH 7), 13500 (pH 8.4) (all in mg/L, 25℃).  In acetone 14, dichloromethane 36, ethyl acetate 4.3 (all in g/L, 25℃).   In ethanol 420, n-octanol 130, n-hexane 0.04, toluene 300 (all in mg/L, 25℃).",C14H16ClN5O5S,,401.8,,백색 미세 분말,"1.1 (pH 5), -0.59 (pH 6.9), -1.8 (pH 9) (25℃)",187.9-189.2℃,1.5 g/cm^3,B,분지 아미노산 생합성 저해,triazinylsulfonylurea
살충,트리아자메이트,Triazamate,112143-82-5,"ethyl (3-tert-butyl-1-dimethylcarbamoyl-1H-1,2,4-triazol-5-ylthio)acetate",,"In water 399 ppm (pH 7, 25℃).  Soluble in dichloromethane and ethyl acetate (tech.).",C13H22N4O3S,,314.4,,백색~옅은 황갈색 결정성 고체,"2.15 (pH 7, 25℃)",52.1-53.3℃,1.222 (20.5℃),1a,카바메이트계,unclassified
살충,트리아조포스,Triazophos,24017-47-8,"O,O-diethyl O-1-phenyl-1H-1,2,4-triazol-3-yl phosphorothioate",,"In water 39 mg/L (pH 7, 20℃).  In acetone, dichloromethane, methanol, isopropanol, ethyl acetate and polyethyleneglycols >500, n-hexane 11.1 (all in g/L, 20℃).",C12H16N3O3PS,Exothermic decomposition above 140℃,313.3,Exothermic decomposition above 140℃,담황색~암갈색 액체,3.34,0-5℃,1.24 (20℃),1b,유기인계,triazole organothiophosphate
살균,트리아족사이드,triazoxide,72459-58-6,"7-chloro-3-imidazol-1-yl-1,2,4-benzotriazine 1-oxide",,"In water 34 (pH 7 and 9), 58 (pH 4) (both in mg/L, 20℃). In hexane 0.05, dichloromethane 32, isopropanol 1.8, toluene 6.9 (all in g/L, 20℃).",C10H6ClN5O,,247.6,,담황색 결정,2.04 (23℃),182℃,1.577 g/cm^3 (22.5℃),미분류,작용기구 불명,imidazole
제초,트리아지플람,triaziflam,131475-57-5,"(RS)-N2-[2-(3,5-dimethylphenoxy)-1-methylethyl]-6-(1-fluoro-1-methylethyl)-1,3,5-triazine-2,4-diamine",,,C17H24FN5O,,333.4,,,,,,미분류,작용기구 불명,fluoroalkyltriazine
제초,트리아파몬,Triafamone,874195-61-6,"N-{2-[(4,6-Dimethoxy-1,3,5-triazin-2-yl)carbonyl]-6-fluorophenyl}-1,1-difluoro-N-methylmethanesulfonamide",,"Water : distilled water 41 ㎎/ℓ  (pH  6.8)  buffer 36 ㎎/ℓ, 33 ㎎/ℓ, 34 ㎎/ℓ (pH 4, 7,  9)  methanol : 30  g/ℓ  n-hexane : 0.028 g/ℓ  toluene  : 19 g/ℓ dichloromethane  : &#38;gt  250 g/ℓ acetone : &#38;gt  250 g/ℓ  ethyl  acetate : 145  g/ℓ  dimethyl sulfoxide : &#38;gt 250 g/ℓ",C14H13F3N4O5S,,406.3,,백색의  분말,"1.5  (pH 4, 7),  1.6 (pH  9)",105.6℃,1.53 g/cm3,H02,분지 아미노산 생합성 저해,sulfonanilide
생조,트리아펜테놀,triapenthenol,76608-88-3,"(E)-(RS)-1-cyclohexyl-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pent-1-en-3-ol",,,C15H25N3O,,263.4,,,,,,비대상(생장조정제),생장조정제 비저항성 발생 농약,unclassified
살균,트리코더마아트로비라이드에스케이티1,trichoderma atroviride skt-1,,trichoderma atroviride skt-1,,,미생물,,,,,,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,트리코더마하지아눔와이시459,Trichoderma harzianum YC-459,,trichoderma harzianum yc459,,,미생물,,,,,,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,트리클라마이드,trichlamide,70193-21-4,"(RS)-N-(1-butoxy-2,2,2-trichloroethyl)salicylamide",,,C13H16Cl3NO3,,340.6,,,,,,미분류,작용기구 불명,benzamide
살균,트리클로로페녹사이드아연,zinc trichlorophenoxide,30143-22-7,zinc trichlorophenolate or zinc trichlorophenoxide,,,C12H4Cl6O2Zn,,458.3,,,,,,미분류,작용기구 불명,zinc
살충,트리클로르폰,Trichlorfon,52-68-6,"dimethyl (RS)-2,2,2-trichloro-1-hydroxyethylphosphonate  or  (RS)-2,2,2-trichloro-1-(dimethoxyphosphinoyl)ethanol",,"In water 120 g/L (20℃). Readily soluble in common organic solvents (with the exception of aliphatic hydrocarbons and petroleum oils),    e.g. hexane 0.1-1, dichloromethane, isopropanol >200, toluene 20-50 (all in g/L, 20℃).",C4H8Cl3O4P,,257.4,,무색 결정,0.43 (20℃),78.5℃,1.73 (20℃),1b,유기인계,phosphonate
제초,트리클로피르,Triclopyr,55335-06-3,"3,5,6-trichloro-2-pyridyloxyacetic acid",,"In water 0.408 (purified), 7.69 (pH 5), 8.10 (pH 7), 8.22 (pH 9) (all in g/L, 20℃).  In acetone 581, acetonitrile 92.1, hexane 0.09, toluene 19.2, dichloromethane 24.9,    methanol 665, ethyl acetate 271 (all in g/L).",C7H4Cl3NO3,Decomposes at 208℃,256.5,Decomposes at 208℃,솜털 같은 무색 고체,"0.42 (pH 5), -0.45 (pH 7), -0.96 (pH 9)",150.5℃,1.85 (21℃),H04,인돌아세트산 유사작용,pyridine
제초,트리클로피르티이에이,Triclopyr-TEA,57213-69-1,"3,5,6-trichloro-2-pyridyloxyacetic acid - triethylamine (1:1) or triethylammonium 3,5,6-trichloro-2-pyridyloxyacetate",,"in Water 422g/ℓ(pH 7, 25℃)",C13H19Cl3N2O3,,357.7,,암모니아 냄새의 액체 (20℃),,,,H04,인돌아세트산 유사작용,pyridine
제초,트리토설퓨론,tritosulfuron,142469-14-5,"1-[4-methoxy-6-(trifluoromethyl)-1,3,5-triazin-2-yl]-3-[2-(trifluoromethyl)phenylsulfonyl]urea",,"In water (pH 4.7) 38.6 mg/L, (pH 10.2) 78.3 g/L (both at 20℃). In methanol 23, dichloromethane 25, acetonitrile 92, acetone 250-300 (all in g/L, 20℃).",C13H9F6N5O4S,,445.3,,백색 고체,"2.93(pH 2.7), 2.85(pH 4), 0.62(pH 7), -2.38(pH 10)",167-169℃,1.687 (20℃),B,분지 아미노산 생합성 저해,triazinylsulfonylurea
살균,트리티코나졸,Triticonazole,138182-18-0,"(RS)-(E)-5-(4-chlorobenzylidene)-2,2-dimethyl-1-(1H-1,2,4-triazol-1-ylmethyl)cyclopentanol",,"In water 9.3 mg/L (20℃), no significant dependence on pH value.",C17H20ClN3O,,317.8,,백색 분말 (22℃에서 무취),,137-141℃,1.21 (20℃),사1,"탈메틸 효소 기능 저해 (피리미딘계, 이미다졸계 등)",conazole
